date,code,open,high,low,close,volume,amount
2015-02-06,sh.000300,3352.3300,3374.0510,3285.9350,3312.4200,19266418600,221433183351.0000
2015-02-09,sh.000300,3305.7340,3376.5260,3298.5970,3345.9210,17235382000,220766525021.0000
2015-02-10,sh.000300,3345.0770,3407.1800,3339.5480,3406.9430,15930908800,199120680699.0000
2015-02-11,sh.000300,3415.9770,3445.6550,3412.1360,3434.1240,14461377200,185979219656.0000
2015-02-12,sh.000300,3435.3610,3453.5820,3405.6270,3442.8740,15608169100,191285873488.0000
2015-02-13,sh.000300,3458.8270,3509.5050,3452.0790,3469.8280,20108997100,247076153339.0000
2015-02-16,sh.000300,3473.2890,3504.4750,3466.6070,3499.4830,16564134300,222799721247.0000
2015-02-17,sh.000300,3511.5440,3536.8200,3511.0930,3522.3220,16532831300,214457267905.0000
2015-02-25,sh.000300,3529.5500,3529.5500,3463.9550,3478.7290,16553935100,211739059322.0000
2015-02-26,sh.000300,3473.7130,3569.3300,3456.8710,3566.2950,22932843800,279809075234.0000
2015-02-27,sh.000300,3565.2330,3594.8130,3560.4550,3572.8430,22278643800,271861944608.0000
2015-03-02,sh.000300,3603.4520,3608.6910,3566.5270,3601.2650,24817612500,325164897145.0000
2015-03-03,sh.000300,3579.3150,3579.3150,3504.2010,3507.9000,26186648900,335700118167.0000
2015-03-04,sh.000300,3514.6670,3540.9120,3497.1720,3530.8220,19966398100,257468790961.0000
2015-03-05,sh.000300,3513.2490,3517.0830,3467.6760,3496.3440,21750880500,279030592350.0000
2015-03-06,sh.000300,3501.1840,3516.2430,3472.3920,3478.5200,18151805400,233468244766.0000
2015-03-09,sh.000300,3449.6960,3546.7050,3417.4860,3537.7500,23394041100,277860471571.0000
2015-03-10,sh.000300,3523.6400,3551.2050,3511.9850,3520.6110,19426765700,245366625918.0000
2015-03-11,sh.000300,3524.5750,3568.9160,3512.2180,3524.6530,18894782500,235772755479.0000
2015-03-12,sh.000300,3557.6860,3603.3410,3536.5340,3592.8440,26566462500,322141249344.0000
2015-03-13,sh.000300,3604.6710,3641.3920,3594.7420,3617.6570,24686476800,297298516465.0000
2015-03-16,sh.000300,3641.7730,3705.7390,3621.1190,3705.6710,27543830700,358497570207.0000
2015-03-17,sh.000300,3733.9610,3762.5750,3716.8090,3757.1220,37162566600,455003825887.0000
2015-03-18,sh.000300,3769.0860,3846.0550,3763.8480,3846.0550,41519001100,484465529242.0000
2015-03-19,sh.000300,3851.2490,3859.1260,3809.7060,3839.7390,39154763000,463212821639.0000
2015-03-20,sh.000300,3852.4920,3916.8630,3832.4160,3892.5740,40181755200,544468374302.0000
2015-03-23,sh.000300,3923.0830,3972.2960,3922.2100,3972.0610,39111992200,519760220709.0000
2015-03-24,sh.000300,3980.0660,3989.8580,3883.7820,3973.0460,46858131200,591066800604.0000
2015-03-25,sh.000300,3961.5780,3980.7160,3913.9880,3940.4120,37996885100,501733891680.0000
2015-03-26,sh.000300,3921.7450,3991.9970,3892.8780,3949.9990,34675631500,468538490771.0000
2015-03-27,sh.000300,3957.5420,3993.0320,3932.8700,3971.6970,29875606400,393132347578.0000
2015-03-30,sh.000300,3999.0240,4101.6510,3999.0240,4088.1780,42829702000,546211078887.0000
2015-03-31,sh.000300,4138.8850,4166.0180,4037.7710,4051.2040,43606563500,598121732643.0000
2015-04-01,sh.000300,4057.5010,4139.4990,4046.9390,4123.8950,32951285300,466596904663.0000
2015-04-02,sh.000300,4149.9460,4156.8420,4068.6490,4124.7760,33907048700,476617837707.0000
2015-04-03,sh.000300,4104.6720,4170.5580,4092.3830,4170.5380,32130376600,466965600575.0000
2015-04-07,sh.000300,4213.8940,4260.4710,4197.0190,4260.0440,41536265400,564646323685.0000
2015-04-08,sh.000300,4277.4500,4304.7800,4204.8260,4295.8030,45867671500,658308062760.0000
2015-04-09,sh.000300,4316.9580,4332.1660,4212.6110,4262.1380,43969990200,650419151486.0000
2015-04-10,sh.000300,4249.3830,4351.6870,4231.1960,4344.4160,34819017000,509354291196.0000
2015-04-13,sh.000300,4394.0470,4432.0240,4361.5890,4421.0730,43415303600,598518139930.0000
2015-04-14,sh.000300,4432.1260,4474.3530,4385.9080,4438.1840,43443212600,602127441917.0000
2015-04-15,sh.000300,4439.3140,4475.9970,4379.6090,4380.5130,47215413100,596822875636.0000
2015-04-16,sh.000300,4355.4910,4513.7650,4335.6300,4513.5460,42260374800,564722844124.0000
2015-04-17,sh.000300,4578.6790,4630.2700,4553.9040,4596.1360,55280266300,733953610122.0000
2015-04-20,sh.000300,4615.0340,4671.1680,4492.6000,4521.9190,68643907500,939264904128.0000
2015-04-21,sh.000300,4520.4610,4620.0580,4504.5580,4619.1640,49031499100,685365027867.0000
2015-04-22,sh.000300,4637.0550,4740.9330,4632.5890,4739.8140,51621379200,769924803864.0000
2015-04-23,sh.000300,4764.4810,4782.0440,4693.9670,4740.8920,49743095400,752258236225.0000
2015-04-24,sh.000300,4682.6260,4730.4300,4618.3180,4702.6410,48015293600,721273097490.0000
2015-04-27,sh.000300,4753.8710,4810.4850,4735.3100,4807.5920,51307654800,765910402328.0000
2015-04-28,sh.000300,4811.3190,4839.0780,4703.5670,4741.8610,60863854500,860349875255.0000
2015-04-29,sh.000300,4722.9030,4797.9270,4695.7930,4774.3260,39505698000,601676350605.0000
2015-04-30,sh.000300,4788.4120,4818.7250,4749.4850,4749.8860,39972744400,612511415165.0000
2015-05-04,sh.000300,4757.6370,4795.9150,4699.3980,4787.7410,37784385300,565453373624.0000
2015-05-05,sh.000300,4785.1920,4785.1920,4572.9830,4596.8370,46041962600,660020218474.0000
2015-05-06,sh.000300,4626.2310,4700.9090,4511.7610,4553.3270,37607370200,586033987365.0000
2015-05-07,sh.000300,4520.8180,4546.3380,4467.4590,4470.0890,29775920300,427189953161.0000
2015-05-08,sh.000300,4515.5540,4559.0580,4445.5920,4558.4040,30240796700,452090694881.0000
2015-05-11,sh.000300,4582.0910,4690.9540,4535.1490,4690.5320,37383842000,583260408778.0000
2015-05-12,sh.000300,4692.1220,4748.0040,4660.0160,4747.4210,37705389100,607123299939.0000
2015-05-13,sh.000300,4746.7130,4758.0020,4678.8450,4718.4360,37073042400,590479847838.0000
2015-05-14,sh.000300,4717.9550,4735.2840,4670.1680,4700.7780,33772515200,513219655550.0000
2015-05-15,sh.000300,4690.7550,4690.7550,4592.0500,4617.4700,32843116600,506695010176.0000
2015-05-18,sh.000300,4582.0580,4623.3830,4565.0610,4575.1400,26918048900,434083129375.0000
2015-05-19,sh.000300,4577.6370,4740.0050,4577.6370,4731.2220,31478595200,524232160128.0000
2015-05-20,sh.000300,4751.5720,4843.1000,4745.2100,4754.9190,36318074800,589956272979.0000
2015-05-21,sh.000300,4768.6890,4841.6150,4746.0290,4840.9760,30505453700,505346105539.0000
2015-05-22,sh.000300,4895.9250,4951.9910,4870.5980,4951.3350,45584671800,719129953200.0000
2015-05-25,sh.000300,4949.1100,5099.8390,4949.1100,5099.4950,46573659000,757085825931.0000
2015-05-26,sh.000300,5140.7980,5199.2950,5063.1460,5198.9180,48794935900,802295843467.0000
2015-05-27,sh.000300,5216.1700,5226.8440,5126.8610,5181.4340,47079873000,777826309129.0000
2015-05-28,sh.000300,5174.1010,5213.1830,4831.3290,4834.0070,57182904700,873207363731.0000
2015-05-29,sh.000300,4839.5300,4924.3030,4665.5210,4840.8290,42787885900,636008152610.0000
2015-06-01,sh.000300,4862.7560,5079.3190,4835.7740,5076.1790,41750374100,637843681462.0000
2015-06-02,sh.000300,5091.2720,5162.5560,5047.0810,5161.8700,41297319600,658452859697.0000
2015-06-03,sh.000300,5176.5970,5186.9670,5059.4950,5143.5900,41425827000,672056532157.0000
2015-06-04,sh.000300,5156.0120,5194.2330,4863.4650,5181.4160,48276726800,735170669363.0000
2015-06-05,sh.000300,5254.9050,5288.3400,5104.1780,5230.5520,54596119600,855224403052.0000
2015-06-08,sh.000300,5259.4080,5370.6090,5202.5950,5353.7510,63731323700,949498013951.0000
2015-06-09,sh.000300,5379.4700,5380.4260,5251.2080,5317.4610,57042726300,871431819564.0000
2015-06-10,sh.000300,5254.3040,5374.8300,5209.6800,5309.1120,44216567600,711509256785.0000
2015-06-11,sh.000300,5305.1410,5329.2950,5248.1630,5306.5900,39233875500,660584867997.0000
2015-06-12,sh.000300,5329.2780,5351.6480,5283.0860,5335.1150,43013138600,694213173337.0000
2015-06-15,sh.000300,5354.0140,5362.4520,5207.3080,5221.1670,47574570300,766237730233.0000
2015-06-16,sh.000300,5165.0240,5204.3030,5015.2650,5064.8210,41167563800,651522532247.0000
2015-06-17,sh.000300,5072.3070,5158.3670,4949.2930,5138.8310,39712418700,589868366440.0000
2015-06-18,sh.000300,5107.6950,5121.2180,4926.4290,4930.5490,36439581400,555646755662.0000
2015-06-19,sh.000300,4847.0570,4910.4500,4634.6910,4637.0520,35810474400,519609575034.0000
2015-06-23,sh.000300,4641.4250,4786.9550,4455.3310,4786.0910,36508794400,536984113004.0000
2015-06-24,sh.000300,4811.5950,4883.7320,4744.3060,4880.1260,43463872300,615374085939.0000
2015-06-25,sh.000300,4906.2420,4919.2630,4667.2240,4706.5160,44613598200,640246401379.0000
2015-06-26,sh.000300,4573.8720,4650.1860,4278.6750,4336.1950,44663979000,612959478689.0000
2015-06-29,sh.000300,4446.8420,4451.1660,4000.9260,4191.5490,52566248200,704014548847.0000
2015-06-30,sh.000300,4161.0670,4475.7680,4016.0130,4472.9980,52704528000,716045824698.0000
2015-07-01,sh.000300,4408.9840,4526.1270,4235.6960,4253.0210,43172141100,623330596858.0000
2015-07-02,sh.000300,4287.7340,4312.1900,4000.0610,4107.9960,45706219400,593506685518.0000
2015-07-03,sh.000300,4017.2020,4164.6290,3785.9020,3885.9170,42930085000,538216869728.0000
2015-07-06,sh.000300,4218.2660,4218.2660,3832.4680,3998.5370,64809453000,779558044352.0000
2015-07-07,sh.000300,3877.8540,3960.6360,3743.6240,3928.0020,67938500700,795962644454.0000
2015-07-08,sh.000300,3651.0600,3762.6220,3612.2540,3663.0380,58146709700,640122398881.0000
2015-07-09,sh.000300,3621.6800,3930.2640,3537.8260,3897.6260,50387061000,564744043358.0000
2015-07-10,sh.000300,3916.2720,4179.1110,3887.5510,4106.5560,50070180200,629079512954.0000
2015-07-13,sh.000300,4132.2310,4278.1610,4072.4300,4211.8120,50209218600,659251724205.0000
2015-07-14,sh.000300,4178.6290,4258.5130,4062.5000,4112.1490,45442200900,597521262486.0000
2015-07-15,sh.000300,4068.8800,4114.2430,3899.5080,3966.7590,42195636700,514064532339.0000
2015-07-16,sh.000300,3949.6390,4067.0220,3856.3210,3997.3550,33053134500,410050894560.0000
2015-07-17,sh.000300,4023.7570,4190.1860,4000.2310,4151.4960,33110713100,435597103716.0000
2015-07-20,sh.000300,4157.0600,4221.6930,4106.3890,4160.6120,35267347200,483493894661.0000
2015-07-21,sh.000300,4109.7610,4201.4820,4081.7040,4166.0060,31837494500,431695843789.0000
2015-07-22,sh.000300,4148.5600,4187.4310,4094.7120,4157.1600,31894599700,441832505196.0000
2015-07-23,sh.000300,4158.9320,4262.0620,4148.8240,4250.8050,35447175900,483972220006.0000
2015-07-24,sh.000300,4255.1980,4299.6500,4154.6170,4176.2790,39204537300,535901647230.0000
2015-07-27,sh.000300,4097.7960,4156.3130,3817.1690,3818.7310,36505451100,477952010794.0000
2015-07-28,sh.000300,3690.9740,3883.4460,3627.4210,3811.0930,38352721600,482654543336.0000
2015-07-29,sh.000300,3839.9580,3934.0030,3769.1890,3930.3790,27697284500,372287868068.0000
2015-07-30,sh.000300,3915.7800,3968.5340,3802.8820,3815.4120,27154866500,376351170573.0000
2015-07-31,sh.000300,3777.1550,3863.6240,3757.9890,3816.6990,22237676700,299312543754.0000
2015-08-03,sh.000300,3766.0720,3829.2350,3742.5780,3829.2350,24580503000,309631297700.0000
2015-08-04,sh.000300,3827.3730,3948.4490,3801.0280,3948.1560,22023655600,288756503266.0000
2015-08-05,sh.000300,3937.6230,3962.2770,3858.6600,3866.9000,20048426900,272693513971.0000
2015-08-06,sh.000300,3802.9280,3888.6930,3793.2370,3831.8520,14727869400,195532363765.0000
2015-08-07,sh.000300,3866.4300,3926.6490,3857.9080,3906.9450,18334915300,246546119056.0000
2015-08-10,sh.000300,3947.4720,4101.7310,3932.8420,4084.3650,30678054000,401702020648.0000
2015-08-11,sh.000300,4083.5890,4110.1330,4042.0040,4066.6690,32203419100,416996541243.0000
2015-08-12,sh.000300,4025.6740,4078.0300,4015.3550,4016.1260,25514619600,339799364935.0000
2015-08-13,sh.000300,4010.0130,4075.7000,3967.8210,4075.4630,24283697900,319887602964.0000
2015-08-14,sh.000300,4097.9170,4113.1590,4056.7270,4073.5400,25339299600,340076813259.0000
2015-08-17,sh.000300,4058.1130,4081.7720,4009.9900,4077.8720,25693963800,336830563044.0000
2015-08-18,sh.000300,4084.3110,4103.0540,3816.5530,3825.4120,31988107000,424924184411.0000
2015-08-19,sh.000300,3748.2660,3898.7400,3668.1920,3886.1360,26904983900,340923470856.0000
2015-08-20,sh.000300,3848.4030,3880.8240,3761.4540,3761.4540,21216796500,270576698834.0000
2015-08-21,sh.000300,3714.2890,3757.7790,3578.1750,3589.5360,21798640300,267498426435.0000
2015-08-24,sh.000300,3454.5980,3468.1490,3266.5500,3275.5340,25543665200,273124228208.0000
2015-08-25,sh.000300,3070.0070,3200.1080,3019.5560,3042.9270,27608130600,281160333742.0000
2015-08-26,sh.000300,3062.5660,3192.9320,2952.0080,3025.6920,30827062300,312188248685.0000
2015-08-27,sh.000300,3092.8120,3206.7240,3028.3980,3205.6370,26729493000,278769983405.0000
2015-08-28,sh.000300,3246.2360,3353.2430,3223.6220,3342.2860,29949842600,318763482694.0000
2015-08-31,sh.000300,3307.3960,3368.2790,3205.5370,3366.5360,28025040300,306610891136.0000
2015-09-01,sh.000300,3296.5290,3370.5040,3190.5780,3362.0830,35245852800,351387828324.0000
2015-09-02,sh.000300,3220.8510,3387.0210,3213.6370,3365.8320,34778941200,348986389305.0000
2015-09-07,sh.000300,3347.2930,3422.2250,3240.2430,3250.4850,20422443100,221756790269.0000
2015-09-08,sh.000300,3221.7890,3340.2190,3170.8070,3334.0230,15459963100,168294750030.0000
2015-09-09,sh.000300,3344.8240,3426.6510,3330.2900,3399.3050,22046742100,258815794996.0000
2015-09-10,sh.000300,3349.2810,3398.3160,3337.3110,3357.5610,14488297100,168108269695.0000
2015-09-11,sh.000300,3349.8770,3383.1340,3315.4780,3347.1880,10854750800,130262410873.0000
2015-09-14,sh.000300,3367.6420,3373.9210,3187.5660,3281.1320,20545725100,226168550065.0000
2015-09-15,sh.000300,3208.7440,3240.0790,3131.9790,3152.2320,14355564100,145989213753.0000
2015-09-16,sh.000300,3149.1580,3345.9180,3131.3700,3309.2480,15970999400,168269840344.0000
2015-09-17,sh.000300,3287.6570,3354.9050,3236.9990,3236.9990,16940188100,190270181393.0000
2015-09-18,sh.000300,3254.4430,3280.8770,3227.8340,3251.2730,10690348100,121752531747.0000
2015-09-21,sh.000300,3222.6030,3312.5500,3211.9340,3308.2470,12278866800,145323018237.0000
2015-09-22,sh.000300,3312.3650,3371.4140,3303.1840,3339.0300,14622198500,172492862561.0000
2015-09-23,sh.000300,3290.0710,3315.9350,3253.3330,3263.0280,12317143900,136885975737.0000
2015-09-24,sh.000300,3278.8960,3300.8570,3255.9020,3284.9990,10201123800,120820642496.0000
2015-09-25,sh.000300,3272.6650,3290.8580,3201.9140,3231.9510,12141927800,137602168790.0000
2015-09-28,sh.000300,3226.6070,3246.5540,3186.5070,3242.7520,7421946800,88007466971.0000
2015-09-29,sh.000300,3197.2210,3208.4170,3159.0420,3178.8540,8715063300,96691510035.0000
2015-09-30,sh.000300,3195.9010,3223.9080,3186.7670,3202.9480,7855934900,95881598729.0000
2015-10-08,sh.000300,3324.9810,3337.3310,3294.6050,3296.4820,13208176800,164120601354.0000
2015-10-09,sh.000300,3302.3600,3352.3790,3293.9650,3340.1160,12435250000,144731343186.0000
2015-10-12,sh.000300,3351.1390,3486.6310,3347.2510,3447.6930,22140046800,263706468495.0000
2015-10-13,sh.000300,3422.4770,3452.0450,3413.9670,3445.0430,14543378600,174978937957.0000
2015-10-14,sh.000300,3431.1350,3458.7010,3403.2300,3406.1120,15217393800,174599255680.0000
2015-10-15,sh.000300,3403.3890,3486.8150,3402.3160,3486.8150,17115829900,201881880361.0000
2015-10-16,sh.000300,3508.5180,3537.5390,3487.1040,3534.0650,20896470900,252211491386.0000
2015-10-19,sh.000300,3548.9520,3572.9940,3502.5040,3534.1820,20760674400,254890985147.0000
2015-10-20,sh.000300,3527.8750,3577.7980,3510.4370,3577.7030,17902510800,226525577194.0000
2015-10-21,sh.000300,3580.8380,3601.2430,3417.4120,3473.2540,28207605000,326886985805.0000
2015-10-22,sh.000300,3453.2010,3530.7660,3442.3060,3524.5340,18430558000,223583606540.0000
2015-10-23,sh.000300,3536.8430,3581.8360,3515.8220,3571.2410,19829447800,247059685203.0000
2015-10-26,sh.000300,3614.7020,3620.7560,3561.1920,3589.2610,20424886300,270489759134.0000
2015-10-27,sh.000300,3569.4480,3601.0530,3486.1020,3592.8790,19205614000,239042538536.0000
2015-10-28,sh.000300,3575.8050,3598.1720,3517.2100,3524.9200,17097709800,213303023833.0000
2015-10-29,sh.000300,3539.9780,3561.8140,3507.9660,3533.3060,12701044600,161051885808.0000
2015-10-30,sh.000300,3530.2230,3574.4730,3497.5680,3534.0790,13914191400,183317149529.0000
2015-11-02,sh.000300,3489.2250,3543.4500,3474.7120,3475.9620,13000256800,167455101934.0000
2015-11-03,sh.000300,3484.7220,3501.7040,3452.6200,3465.4930,10140187600,132231502584.0000
2015-11-04,sh.000300,3477.1590,3628.5380,3477.1590,3628.5380,20542386500,266955889953.0000
2015-11-05,sh.000300,3630.7820,3781.4080,3627.3010,3705.9700,39804656800,495138171518.0000
2015-11-06,sh.000300,3698.3420,3801.7050,3694.6570,3793.3740,29875307600,389779446699.0000
2015-11-09,sh.000300,3796.3790,3891.7730,3796.3790,3840.3550,35680482300,463161707601.0000
2015-11-10,sh.000300,3806.6680,3876.4900,3798.8210,3833.2380,28651960300,380910629424.0000
2015-11-11,sh.000300,3828.4480,3843.1120,3781.4100,3833.6460,23223429600,307008336072.0000
2015-11-12,sh.000300,3841.7380,3843.9000,3771.2740,3795.3240,21753764700,302446791881.0000
2015-11-13,sh.000300,3756.2040,3793.7130,3727.5850,3746.2420,20348989100,281961129453.0000
2015-11-16,sh.000300,3682.7350,3764.4090,3680.0730,3764.1260,16169090100,227483711616.0000
